INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022
Escola Pública,ALUNO-373,14,3,3M,Não,6.21666683333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,5,5.625,5.66666666666666,8.125,6.6666625,5,4,L,Escola Pública,Veterano,Quartzo,4.712,9.2,4.4,5.6,1.5,7.2,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.2,5,Nível 5 (1o EM),-1,5,C,2017,Não,5.71196932245532,757,48,4,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,6.64699883449883,5,2.91111111111111,5.66666666666667,2.9,0.166666666666667,4,7.03125,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,6.11110666666667,5,Fase 6 (2º EM)
,ALUNO-374,,,,,,,,,,,,,,,,,,7,A,Escola Pública,Ingressante,Topázio,8.276,9.6,9.4,7.5,6.4,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.9,10,ERRO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-375,10,4,2B,Sim,9.33542,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,9.5,7.5,9.5,9.6875,9.58334,10,2,B,Rede Decisão,Veterano,Topázio,8.858,9.5,10,7.5,8.1,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.9,10,Nível 2 (5o e 6o ano),0,3,B,2016,Sim,8.15507321442495,95,16,2,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.89376218323587,5.625,6.68888888888889,5,6.33333333333333,8.73333333333333,4,8.59375,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Sim,8.5,10,Fase 3 (7º e 8º ano)
,ALUNO-376,,,,,,,,,,,,,,,,,,4,A,Escola Pública,Ingressante,Quartzo,5.216,8.8,5.8,0,3.9,7.7,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.7,5,Nível 6 (2o EM),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-377,11,3,3G,Não,7.412223,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,6.7,4.375,6,8.54166666666666,8.11110666666666,10,3,G,Rede Decisão,Veterano,Ametista,7.11,8.8,7.5,5.6,4.2,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.9,10,Nível 3 (7o e 8o ano),0,3,F,2017,Sim,6.94278506049506,510,65,11,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.08333,8.08025308025308,5,4.72222222222222,6.33333333333333,5,2.83333333333333,4,7.65625,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Não,7.04166,10,Fase 3 (7º e 8º ano)
Rede Decisão/União,ALUNO-378,15,4,5G,Não,7.969167,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.7,3.75,7,8.125,8.25,10,6,C,Rede Decisão,Veterano,Ametista,7.441,6.7,7.8,4.4,7.7,7.8,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.3,10,Nível 6 (2o EM),0,7,A,2016,Sim,7.42745495424837,344,6,2,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.64803921568627,5.625,5.18888888888889,7,2.9,5.66666666666667,4,8.28125,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Não,7.38888666666667,10,Fase 7 (3º EM)
Escola Pública,ALUNO-379,14,2,3H,Não,5.6825,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,6.6,5,4.16666666666666,5.625,4.83332333333333,5,4,E,Escola Pública,Veterano,Quartzo,4.151,10,2.8,5,1.7,5.6,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,3.5,5,Nível 5 (1o EM),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIAP,ALUNO-380,19,4,8A,,5.395,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,0,0,4.375,8.8,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-381,9,1,0D,Não,6.443336,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.8,2.5,8.5,2.5,4.16667,5,0,I,Escola Pública,Veterano,Ametista,7.052,9.5,8.3,6.3,6.1,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,5,Nível 2 (5o e 6o ano),-2,0,G,2019,Não,6.95320712820513,503,144,6,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,6.89102564102564,5.625,8,8.5,7.5,,2,5.625,Promovido de Fase,Promovido de Fase,,,Não,Não,7.25,5,Fase 2 (5º e 6º ano)
FIAP,ALUNO-382,18,1,8A,,8.848334,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,8.33334,10,6.875,9.1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-383,10,1,0E,Não,7.918752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,10,6.875,7.5,7.8125,7.5,5,0,R,Escola Pública,Ingressante,Ametista,6.915,9.5,5.8,7.5,6.3,7.2,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5,Nível 2 (5o e 6o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-384,,,,,,,,,,,,,,,,,,1,C,Escola Pública,Ingressante,Ametista,7.418,8.5,9.2,8.8,3.6,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase + Bolsa,Não avaliado,Sim,9.1,5,Nível 2 (5o e 6o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-385,14,0,3R,Não,7.338057,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,8.6,7.5,6,7.70833333333333,7.61111333333333,5,3,M,Escola Pública,Veterano,Quartzo,5.435,8.8,3.9,7.5,2.6,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.4,5,Nível 5 (1o EM),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,G,2022,Não,6.6557698974359,604,166,9,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.50002,8.69551282051282,4.375,4.91666666666667,4.83333333333333,5,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.91666,5,Fase 1 (4º ano)
Escola Pública,ALUNO-387,13,2,2R,Não,6.28944533333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,5.6,4.375,6,6.875,7.22221666666666,5,3,R,Escola Pública,Veterano,Ágata,6.19,7.9,5.8,5,6.6,7.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.9,5,Nível 4 (9o ano),-1,4,P,2018,Não,5.1593055513025,814,73,9,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,5.12639553429027,6.25,3.22222222222222,1.33333333333333,4.5,3.83333333333333,4,6.5625,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,4.79166,5,Fase 5 (1º EM)
Escola Pública,ALUNO-388,12,2,2C,Não,7.04194533333333,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,8.8,7.5,5.5,6.875,7.22221666666666,5,2,C,Escola Pública,Veterano,Ágata,6.007,9.5,3.8,7.5,3.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.7,5,Nível 3 (7o e 8o ano),-1,2,A,2018,Não,6.44576875132275,651,116,11,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.75661375661376,7.5,2.5,2.33333333333333,2.66666666666667,,3,5.83333333333333,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7.05555333333333,5,Fase 4 (9º ano)
Escola Pública,ALUNO-389,16,0,5A,Sim,8.40416866666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,9,7.5,9.33333333333333,8.54166666666666,9.00000666666666,5,6,A,Rede Decisão,Veterano,Ametista,8.201,8.3,8.6,6.3,9,9.4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.9,5,Nível 7 (3o EM),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-390,15,1,5A,Não,7.42527866666666,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,5.3,7.5,7.66666666666666,7.70833333333333,7.38889,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,J,2022,Não,8.05750753996101,131,37,1,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.24585769980507,5.625,9,8.5,9.5,,2,5.625,Promovido de Fase,Promovido de Fase,,,Não,Sim,9.16667,5,Fase 1 (4º ano)
,ALUNO-392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,J,2022,Não,7.22724271539961,417,124,6,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,8.09454191033138,5.625,5.66666666666667,7.66666666666667,3.66666666666667,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.499995,10,ALFA  (2º e 3º ano)
Escola Pública,ALUNO-393,11,3,2F,Não,7.21250133333333,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,7.5,6.875,4.25,7.08333333333333,7.83332999999999,10,2,F,Escola Pública,Veterano,Ametista,7.26,9,6.7,7.5,7.4,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.4,5,Nível 3 (7o e 8o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-394,15,4,4F,Não,5.93499966666666,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,5.3,5,6.33333333333333,6.25,6.166665,5,4,F,Rede Decisão,Veterano,Ágata,6.053,7.1,5.3,6.9,5.2,7.2,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,6.7,5,Nível 6 (2o EM),-2,4,F,2016,Sim,7.05635027489177,468,38,9,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.89529220779221,5,7.26666666666667,6,7.33333333333333,8.46666666666667,4,7.65625,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Não,7.7916675,2.5,Fase 7 (3º EM)
,ALUNO-395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,2020,Não,5.062781496115,817,126,5,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,4.0777972027972,7.5,2.77777777777778,4,3.16666666666667,1.16666666666667,4,6.25,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Não,5.7499925,2.5,Fase 6 (2º EM)
Escola Pública,ALUNO-396,15,1,4A,Não,7.454722,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.1,7.5,8,8.125,6.11111,5,5,A,Escola Pública,Veterano,Ametista,7.593,7.9,8.1,7.5,7.2,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.7,5,Nível 6 (2o EM),-1,6,A,2019,Não,6.24162411354687,698,14,14,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.08381667884545,7.5,4.98888888888889,8.16666666666667,1.53333333333333,5.26666666666667,4,7.1875,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,6.33333,5,Fase 7 (3º EM)
Rede Decisão/União,ALUNO-397,12,4,3B,Não,7.68750083333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.5,4.375,6.66666666666666,7.5,6.7499975,10,3,B,Rede Decisão,Veterano,Quartzo,4.257,6.7,2.8,3.1,2.5,4.6,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,3.8,10,Nível 3 (7o e 8o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,H,2022,Não,6.93132675757576,512,146,6,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,5.87121212121212,5.625,5.56666666666667,2.86666666666667,8.26666666666667,,2,5.3125,Promovido de Fase,Mantido na Fase atual,,,Não,Não,7.999995,10,ALFA  (2º e 3º ano)
Escola Pública,ALUNO-399,12,0,2P,Não,4.233888,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,4.6,6.875,0,7.70833333333333,6.77777333333333,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-400,10,1,1C,Não,4.86416866666666,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,4.3,3.75,0,7.29166666666666,7.5,5,1,C,Escola Pública,Veterano,Quartzo,3.729,0,3.3,5.6,1.2,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.2,5,Nível 2 (5o e 6o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-401,13,1,3L,Não,8.41021033333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,9.9,7.5,6.16666666666666,7.96875,8.458335,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,N,2022,Não,7.09634650701372,457,133,4,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,7.66922753506861,7.5,5.25,6.5,4,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6.999995,10,ALFA  (2º e 3º ano)
,ALUNO-403,,,,,,,,,,,,,,,,,,3,D,Escola Pública,Ingressante,Ametista,7.878,9.2,7.2,7.5,6.4,7.9,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.5,10,Nível 3 (7o e 8o ano),0,4,B,2021,Não,5.596878687217,775,70,12,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,5.28474399164054,6.25,3.94444444444445,3.66666666666667,4.66666666666667,3.5,4,7.34375,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,6.95833,10,Fase 4 (9º ano)
Rede Decisão/União,ALUNO-404,13,4,3L,Não,8.31854483333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.9,4.375,6.66666666666666,8.59375,8.5416725,10,4,G,Rede Decisão,Veterano,Topázio,8.499,8.8,9.2,7.5,7.4,8.9,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.3,10,Nível 4 (9o ano),0,5,L,2016,Sim,8.9406004190548,6,4,3,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.6606334841629,8.125,8.51111111111111,8.83333333333333,8.33333333333333,8.36666666666667,4,8.4375,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não,Sim,9.0833375,10,Fase 5 (1º EM)
,ALUNO-405,,,,,,,,,,,,,,,,,,0,S,Escola Pública,Ingressante,Ametista,7.767,8.5,8.3,7.5,6,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,10,ALFA  (2o e 3o ano),0,1,L,2021,Não,7.01114148663102,483,126,10,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,8.38903743315508,7.5,3.91666666666667,2.83333333333333,5,,3,5.83333333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.83332666666667,10,Fase 1 (4º ano)
Escola Pública,ALUNO-406,10,2,1D,Não,7.978752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,8.8,7.5,9.5,7.1875,7.25,5,1,A,Escola Pública,Veterano,Ágata,6.868,9,8.3,6.9,6.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.4,5,Nível 2 (5o e 6o ano),-1,1,C,2018,Não,7.808336,199,47,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.00002,8.16666666666667,7.5,9.16666666666667,9.33333333333333,9,,3,6.25,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,,Sim,Não,7.83333666666667,5,Fase 3 (7º e 8º ano)
Rede Decisão/União,ALUNO-407,13,2,3L,Sim,8.28937633333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,5.83333,9.9,5,7.66666666666666,8.59375,9.166675,10,4,G,Rede Decisão,Veterano,Topázio,8.475,8.3,8.9,7.5,6.6,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.4,10,Nível 4 (9o ano),0,5,L,2018,Sim,8.92064836752137,7,5,4,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.61538461538462,8.125,7.72222222222222,7,6.66666666666667,9.5,4,8.90625,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não,Sim,9.58334,10,Fase 5 (1º EM)
Escola Pública,ALUNO-408,8,0,0C,Não,9.316669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,10,10,10,7.5,8.333335,10,1,C,Escola Pública,Veterano,Topázio,8.699,9,9.2,8.8,7.2,8.8,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.9,10,Nível 1 (4o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,U,2022,Não,6.38017721212121,664,121,12,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.75,8.39393939393939,5,5.5,5,6,,3,6.04166666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7.11111333333333,5,Fase 3 (7º e 8º ano)
,ALUNO-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,V,2022,Não,5.19770335978836,811,188,7,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,5.13227513227513,7.5,5.36666666666667,5.76666666666667,4.96666666666667,,2,5.3125,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6.583325,5,Fase 1 (4º ano)
